epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,1095.18,1.89534,1.8705,2.28421,0.77719,0.65815,0.76059,0.32038,1.63778,2.27267,1.96743,0.0017624,0.0017624,0.0017624
32,1130.2,1.90952,1.82425,2.28275,0.85509,0.74121,0.82154,0.33139,1.60112,4.86336,1.91787,0.00175448,0.00175448,0.00175448
33,1165.32,1.86312,1.77769,2.24647,0.80221,0.73163,0.81365,0.33085,1.64145,1.77303,1.94255,0.00174656,0.00174656,0.00174656
34,1200.27,1.91313,1.82942,2.29223,0.76816,0.67412,0.74367,0.30379,1.63432,2.7484,1.98084,0.00173864,0.00173864,0.00173864
35,1235.59,1.87974,1.78038,2.24912,0.83641,0.75141,0.83295,0.34532,1.66876,2.25126,2.01657,0.00173072,0.00173072,0.00173072
36,1271.21,1.89116,1.76004,2.25746,0.89212,0.73802,0.83958,0.34813,1.56721,2.83351,1.92974,0.0017228,0.0017228,0.0017228
37,1306.28,1.85031,1.77546,2.24222,0.80475,0.74121,0.81024,0.34068,1.61538,2.17798,1.94236,0.00171488,0.00171488,0.00171488
38,1341.56,1.8636,1.80373,2.24765,0.77353,0.73482,0.78771,0.31036,1.62074,5.09227,1.96144,0.00170696,0.00170696,0.00170696
39,1376.76,1.86038,1.72802,2.2247,0.86081,0.76358,0.84121,0.36818,1.54773,2.74645,1.84563,0.00169904,0.00169904,0.00169904
40,1411.78,1.84811,1.7154,2.23055,0.80088,0.7453,0.8162,0.3426,1.63939,2.71864,1.93482,0.00169112,0.00169112,0.00169112
41,1447,1.8722,1.7743,2.2483,0.87122,0.69166,0.81787,0.3612,1.60211,1.68138,1.91399,0.0016832,0.0016832,0.0016832
42,1482.13,1.86386,1.75589,2.22516,0.83511,0.73163,0.81141,0.35218,1.54416,4.15572,1.87243,0.00167528,0.00167528,0.00167528
43,1516.98,1.84762,1.70488,2.22363,0.8763,0.81479,0.85801,0.36418,1.61738,2.45964,1.95663,0.00166736,0.00166736,0.00166736
44,1552.06,1.84798,1.72221,2.23081,0.80682,0.70288,0.80806,0.33275,1.60947,2.02747,1.89894,0.00165944,0.00165944,0.00165944
45,1586.93,1.86147,1.73152,2.24779,0.82583,0.76038,0.82117,0.35728,1.5701,2.46494,1.93055,0.00165152,0.00165152,0.00165152
46,1622.14,1.85351,1.67538,2.22524,0.85802,0.73371,0.82453,0.34267,1.66346,2.30801,1.96243,0.0016436,0.0016436,0.0016436
47,1657.13,1.8332,1.69208,2.22039,0.83206,0.7508,0.8456,0.33849,1.61774,1.82708,1.89319,0.00163568,0.00163568,0.00163568
48,1692.28,1.82453,1.75053,2.20937,0.86573,0.78276,0.8493,0.36596,1.58232,4.12128,1.90841,0.00162776,0.00162776,0.00162776
49,1727.19,1.83569,1.68484,2.19777,0.81087,0.75336,0.81914,0.354,1.6269,1.91795,1.92185,0.00161984,0.00161984,0.00161984
